elapsed_ms,record_type,kind,index,position_beats,callback_position_ms,sampled_position_ms,error_ms,value
9745.694,boundary,beat,21,21.012188,,,,
9808.583,position_regression,continuous,0,21.133521,,,-9.666,accepted=false
9862.995,boundary,quarter,21,21.261353,,,,0.25
9973.335,position_regression,continuous,0,21.493185,,,-8.888,accepted=false
9980.245,boundary,half,21,21.508351,,,,
10090.787,boundary,quarter,21,21.764016,,,,0.75
10125.168,position_regression,continuous,0,21.820349,,,-8.905,accepted=false
10187.329,callback,beat,22,21.963348,10133.000,10137.000,4.000,
10187.478,callback,grid,22,21.963348,10133.000,10137.000,4.000,
10208.005,boundary,beat,22,22.013181,,,,
10297.691,position_regression,continuous,0,22.197347,,,-8.934,accepted=false
10325.400,boundary,quarter,22,22.258013,,,,0.25
10435.665,boundary,half,22,22.513678,,,,
10442.562,position_regression,continuous,0,22.509344,,,-8.910,accepted=false
10553.012,boundary,quarter,22,22.762843,,,,0.75
10615.055,position_regression,continuous,0,22.884175,,,-8.851,accepted=false
10656.488,callback,beat,23,22.979508,10603.000,10606.000,3.000,
10656.644,callback,grid,23,22.979508,10603.000,10606.000,3.000,
10671.045,boundary,beat,23,23.012008,,,,
10766.853,position_regression,continuous,0,23.211340,,,-8.870,accepted=false
10787.622,boundary,quarter,23,23.261173,,,,0.25
10897.960,boundary,half,23,23.512504,,,,
10939.457,position_regression,continuous,0,23.584004,,,-10.814,accepted=false
11015.281,boundary,quarter,23,23.761669,,,,0.75
11084.280,position_regression,continuous,0,23.898168,,,-8.941,accepted=false
11125.646,callback,bar,24,23.995667,11072.000,11075.000,3.000,
11125.757,callback,beat,24,23.995667,11072.000,11075.000,3.000,
11125.895,callback,grid,24,23.995667,11072.000,11075.000,3.000,
11132.561,boundary,beat,24,24.010834,,,,
11243.342,boundary,quarter,24,24.264332,,,,0.25
11256.787,position_regression,continuous,0,24.275165,,,-8.843,accepted=false
11360.304,boundary,half,24,24.513497,,,,
11408.566,position_regression,continuous,0,24.602330,,,-8.852,accepted=false
11477.602,boundary,quarter,24,24.760495,,,,0.75
11574.133,position_regression,continuous,0,24.961994,,,-8.852,accepted=false
11574.183,callback,beat,25,24.966327,11520.000,11521.000,1.000,
11574.263,callback,grid,25,24.966327,11520.000,11521.000,1.000,
11594.915,boundary,beat,25,25.009660,,,,
11705.258,boundary,quarter,25,25.263159,,,,0.25
11725.970,position_regression,continuous,0,25.289158,,,-8.886,accepted=false
11822.587,boundary,half,25,25.514490,,,,
11892.997,position_regression,continuous,0,25.653156,,,-9.095,accepted=false
11939.858,boundary,quarter,25,25.761489,,,,0.75
12043.433,position_regression,continuous,0,25.975987,,,-9.873,accepted=false
12043.523,callback,beat,26,25.982487,11989.000,11989.000,0.000,
12043.691,callback,grid,26,25.982487,11989.000,11989.000,0.000,
12057.176,boundary,beat,26,26.006320,,,,
12167.605,boundary,quarter,26,26.264152,,,,0.25
12215.881,position_regression,continuous,0,26.352984,,,-8.940,accepted=false
12284.892,boundary,half,26,26.511150,,,,
12367.667,position_regression,continuous,0,26.680149,,,-8.903,accepted=false
12402.204,boundary,quarter,26,26.758148,,,,0.75
12505.660,boundary,beat,27,27.000813,,,,
12505.700,callback,beat,27,27.000813,12459.000,12462.000,3.000,
12505.789,callback,grid,27,27.000813,12459.000,12462.000,3.000,
12533.267,position_regression,continuous,0,27.039813,,,-8.906,accepted=false
12629.895,boundary,quarter,27,27.260812,,,,0.25
12685.059,position_regression,continuous,0,27.366977,,,-8.838,accepted=false
12747.163,boundary,half,27,27.509976,,,,
12857.576,position_regression,continuous,0,27.743975,,,-8.887,accepted=false
12865.051,boundary,quarter,27,27.759141,,,,0.75
12954.221,callback,bar,28,27.967140,12907.000,12908.000,1.000,
12954.389,callback,beat,28,27.967140,12907.000,12908.000,1.000,
12954.528,callback,grid,28,27.967140,12907.000,12908.000,1.000,
12974.854,boundary,beat,28,28.014806,,,,
13002.530,position_regression,continuous,0,28.055973,,,-8.954,accepted=false
13092.167,boundary,quarter,28,28.261805,,,,0.25
13175.120,position_regression,continuous,0,28.430803,,,-8.881,accepted=false
13209.513,boundary,half,28,28.506636,,,,
13319.890,boundary,quarter,28,28.762301,,,,0.75
13326.758,position_regression,continuous,0,28.757968,,,-8.891,accepted=false
13423.353,callback,beat,29,28.981133,13376.000,13376.000,0.000,
13423.465,callback,grid,29,28.981133,13376.000,13376.000,0.000,
13437.164,boundary,beat,29,29.011466,,,,
13499.282,position_regression,continuous,0,29.132799,,,-8.912,accepted=false
13554.470,boundary,quarter,29,29.260631,,,,0.25
13644.164,position_regression,continuous,0,29.444796,,,-8.921,accepted=false
13671.766,boundary,half,29,29.509796,,,,
13782.220,boundary,quarter,29,29.761128,,,,0.75
13816.703,position_regression,continuous,0,29.821794,,,-8.933,accepted=false
13892.570,callback,beat,30,29.997293,13845.000,13845.000,0.000,
13892.728,callback,grid,30,29.997293,13845.000,13845.000,0.000,
13899.507,boundary,beat,30,30.012459,,,,
13968.791,position_regression,continuous,0,30.148958,,,-9.249,accepted=false
14016.827,boundary,quarter,30,30.259457,,,,0.25
14127.280,boundary,half,30,30.512956,,,,
14134.087,position_regression,continuous,0,30.508622,,,-8.827,accepted=false
14244.499,boundary,quarter,30,30.762121,,,,0.75
14285.888,position_regression,continuous,0,30.835787,,,-8.862,accepted=false
14348.073,callback,beat,31,30.978786,14293.000,14298.000,5.000,
14348.221,callback,grid,31,30.978786,14293.000,14298.000,5.000,
14361.767,boundary,beat,31,31.009119,,,,
14458.342,position_regression,continuous,0,31.210618,,,-8.888,accepted=false
14479.061,boundary,quarter,31,31.258284,,,,0.25
14589.497,boundary,half,31,31.511782,,,,
14603.294,position_regression,continuous,0,31.522615,,,-8.953,accepted=false
14706.755,boundary,quarter,31,31.763114,,,,0.75
14775.733,position_regression,continuous,0,31.899613,,,-8.818,accepted=false
14824.095,boundary,beat,32,32.010112,,,,
14824.167,arrangement,transition,2,32.010112,,,,alternate
14927.542,position_regression,continuous,0,32.226777,,,-8.822,accepted=false
14941.403,boundary,quarter,32,32.254944,,,,0.25
15051.810,boundary,half,32,32.512775,,,,
15093.129,position_regression,continuous,0,32.586441,,,-7.883,accepted=false
15169.076,boundary,quarter,32,32.759773,,,,0.75
15244.938,position_regression,continuous,0,32.913606,,,-8.896,accepted=false
15265.693,callback,beat,33,32.961272,441.000,444.000,3.000,
15265.854,callback,grid,33,32.961272,441.000,444.000,3.000,
15286.371,boundary,beat,33,33.008938,,,,
15396.764,boundary,quarter,33,33.262437,,,,0.25
15417.450,position_regression,continuous,0,33.288437,,,-8.902,accepted=false
15514.202,boundary,half,33,33.511602,,,,
15569.287,position_regression,continuous,0,33.615601,,,-8.842,accepted=false
15631.362,boundary,quarter,33,33.758600,,,,0.75
15735.016,position_regression,continuous,0,33.977432,,,-7.903,accepted=false
15735.169,callback,beat,34,33.979598,911.000,913.000,2.000,
15735.496,callback,grid,34,33.979598,911.000,913.000,2.000,
15748.719,boundary,beat,34,34.005598,,,,
15859.323,boundary,quarter,34,34.263430,,,,0.25
15886.699,position_regression,continuous,0,34.304596,,,-8.953,accepted=false
15976.404,boundary,half,34,34.508261,,,,
16059.186,position_regression,continuous,0,34.679427,,,-7.902,accepted=false
16093.806,boundary,quarter,34,34.759593,,,,0.75
16204.248,position_regression,continuous,0,34.991425,,,-9.088,accepted=false
16204.361,callback,beat,35,34.995758,1380.000,1381.000,1.000,
16204.509,callback,grid,35,34.995758,1380.000,1381.000,1.000,
16210.970,boundary,beat,35,35.006591,,,,
16321.460,boundary,quarter,35,35.260090,,,,0.25
16376.577,position_regression,continuous,0,35.368422,,,-7.899,accepted=false
16439.599,boundary,half,35,35.513588,,,,
16522.495,position_regression,continuous,0,35.682587,,,-8.100,accepted=false
16556.874,boundary,quarter,35,35.758419,,,,0.75
16646.545,callback,bar,36,35.968585,1828.000,1832.000,4.000,
16646.704,callback,beat,36,35.968585,1828.000,1832.000,4.000,
16646.781,callback,grid,36,35.968585,1828.000,1832.000,4.000,
16667.215,boundary,beat,36,36.014084,,,,
16694.789,position_regression,continuous,0,36.057417,,,-7.888,accepted=false
16784.554,boundary,quarter,36,36.263249,,,,0.25
16846.630,position_regression,continuous,0,36.384582,,,-8.887,accepted=false
16901.854,boundary,half,36,36.510248,,,,
17012.229,boundary,quarter,36,36.761579,,,,0.75
17019.115,position_regression,continuous,0,36.759413,,,-7.913,accepted=false
17115.729,callback,beat,37,36.982578,2297.000,2300.000,3.000,
17115.872,callback,grid,37,36.982578,2297.000,2300.000,3.000,
17129.540,boundary,beat,37,37.012911,,,,
17163.988,position_regression,continuous,0,37.071410,,,-8.859,accepted=false
17246.819,boundary,quarter,37,37.262076,,,,0.25
17336.512,position_regression,continuous,0,37.448408,,,-7.729,accepted=false
17364.102,boundary,half,37,37.509074,,,,
17474.522,boundary,quarter,37,37.764739,,,,0.75
17488.573,position_regression,continuous,0,37.773405,,,-9.061,accepted=false
17584.965,callback,beat,38,37.998737,2767.000,2769.000,2.000,
17585.113,callback,grid,38,37.998737,2767.000,2769.000,2.000,
17591.862,boundary,beat,38,38.013904,,,,
17653.965,position_regression,continuous,0,38.135236,,,-7.948,accepted=false
17709.117,boundary,quarter,38,38.258735,,,,0.25
17805.729,position_regression,continuous,0,38.462401,,,-8.897,accepted=false
17826.417,boundary,half,38,38.507900,,,,
17936.896,boundary,quarter,38,38.763565,,,,0.75
17978.204,position_regression,continuous,0,38.837231,,,-7.894,accepted=false
18033.516,callback,beat,39,38.967231,3215.000,3216.000,1.000,
18033.655,callback,grid,39,38.967231,3215.000,3216.000,1.000,
18054.205,boundary,beat,39,39.012730,,,,
18171.475,boundary,quarter,39,39.259729,,,,0.25
18281.849,boundary,half,39,39.513227,,,,
18295.608,position_regression,continuous,0,39.526227,,,-7.870,accepted=false
18399.161,boundary,quarter,39,39.762392,,,,0.75
18447.402,position_regression,continuous,0,39.851224,,,-9.861,accepted=false
18502.956,callback,bar,40,39.981224,3684.000,3684.000,0.000,
18503.204,callback,beat,40,39.981224,3684.000,3684.000,0.000,
18503.445,callback,grid,40,39.981224,3684.000,3684.000,0.000,
18516.456,boundary,beat,40,40.009390,,,,
18613.024,position_regression,continuous,0,40.213055,,,-7.879,accepted=false
18633.746,boundary,quarter,40,40.260722,,,,0.25
18744.169,boundary,half,40,40.514220,,,,
18764.801,position_regression,continuous,0,40.540220,,,-8.902,accepted=false
18861.418,boundary,quarter,40,40.759052,,,,0.75
18937.312,position_regression,continuous,0,40.915050,,,-7.920,accepted=false
18978.720,boundary,beat,41,41.010383,,,,
18978.771,callback,beat,41,41.010383,4153.000,4159.000,6.000,
18978.878,callback,grid,41,41.010383,4153.000,4159.000,6.000,
19089.117,position_regression,continuous,0,41.242215,,,-8.930,accepted=false
19096.073,boundary,quarter,41,41.257381,,,,0.25
19206.470,boundary,half,41,41.513046,,,,
19254.758,position_regression,continuous,0,41.604046,,,-7.961,accepted=false
19323.784,boundary,quarter,41,41.762211,,,,0.75
19406.518,position_regression,continuous,0,41.931210,,,-8.917,accepted=false
19427.248,callback,beat,42,41.976710,4601.000,4605.000,4.000,
19427.388,callback,grid,42,41.976710,4601.000,4605.000,4.000,
19441.074,boundary,beat,42,42.007043,,,,
19551.408,boundary,quarter,42,42.262708,,,,0.25
19579.011,position_regression,continuous,0,42.306041,,,-7.852,accepted=false
19669.025,boundary,half,42,42.509706,,,,
19724.253,position_regression,continuous,0,42.618039,,,-9.153,accepted=false
19786.090,boundary,quarter,42,42.761038,,,,0.75
19896.385,position_regression,continuous,0,42.990703,,,-9.881,accepted=false
19896.437,callback,beat,43,42.997203,5071.000,5073.000,2.000,
19896.535,callback,grid,43,42.997203,5071.000,5073.000,2.000,
19903.322,boundary,beat,43,43.005869,,,,
20013.734,boundary,quarter,43,43.265868,,,,0.25
20048.196,position_regression,continuous,0,43.320034,,,-8.889,accepted=false
20131.169,boundary,half,43,43.510699,,,,
20213.793,position_regression,continuous,0,43.681865,,,-7.879,accepted=false
20248.359,boundary,quarter,43,43.757697,,,,0.75
20338.112,callback,bar,44,43.967863,5519.000,5524.000,5.000,
20338.346,callback,beat,44,43.967863,5519.000,5524.000,5.000,
20338.477,callback,grid,44,43.967863,5519.000,5524.000,5.000,
20358.782,boundary,beat,44,44.013362,,,,
20365.627,position_regression,continuous,0,44.009029,,,-8.871,accepted=false
20476.033,boundary,quarter,44,44.262527,,,,0.25
20538.142,position_regression,continuous,0,44.383860,,,-7.930,accepted=false
20593.333,boundary,half,44,44.511692,,,,
20683.036,position_regression,continuous,0,44.695858,,,-8.827,accepted=false
20710.650,boundary,quarter,44,44.758691,,,,0.75
20807.246,callback,beat,45,44.981856,5988.000,5992.000,4.000,
20807.398,callback,grid,45,44.981856,5988.000,5992.000,4.000,
20821.082,boundary,beat,45,45.012189,,,,
20855.550,position_regression,continuous,0,45.072855,,,-7.920,accepted=false
20938.363,boundary,quarter,45,45.261354,,,,0.25
21007.305,position_regression,continuous,0,45.397853,,,-8.912,accepted=false
21055.637,boundary,half,45,45.510519,,,,
21166.043,boundary,quarter,45,45.761850,,,,0.75
21172.926,position_regression,continuous,0,45.759684,,,-7.913,accepted=false
21276.419,callback,beat,46,45.998015,6457.000,6461.000,4.000,
21276.514,callback,grid,46,45.998015,6457.000,6461.000,4.000,
21283.303,boundary,beat,46,46.011015,,,,
21324.779,position_regression,continuous,0,46.086848,,,-8.759,accepted=false
21407.641,boundary,quarter,46,46.277513,,,,0.25
21497.286,position_regression,continuous,0,46.461679,,,-7.884,accepted=false
21518.000,boundary,half,46,46.509345,,,,
21628.481,boundary,quarter,46,46.765010,,,,0.75
21649.147,position_regression,continuous,0,46.788843,,,-8.959,accepted=false
21725.000,callback,beat,47,46.964342,6905.000,6907.000,2.000,
21725.114,callback,grid,47,46.964342,6905.000,6907.000,2.000,
21745.667,boundary,beat,47,47.014175,,,,
21814.653,position_regression,continuous,0,47.150674,,,-7.887,accepted=false
21862.990,boundary,quarter,47,47.259007,,,,0.25
21966.566,position_regression,continuous,0,47.477838,,,-9.004,accepted=false
21980.292,boundary,half,47,47.506005,,,,
22091.104,boundary,quarter,47,47.763836,,,,0.75
22138.963,position_regression,continuous,0,47.852669,,,-7.865,accepted=false
22194.199,callback,bar,48,47.980502,7375.000,7376.000,1.000,
22194.308,callback,beat,48,47.980502,7375.000,7376.000,1.000,
22194.524,callback,grid,48,47.980502,7375.000,7376.000,1.000,
22207.963,boundary,beat,48,48.010835,,,,
22207.996,arrangement,layer,3,48.010835,,,,false
22283.862,position_regression,continuous,0,48.164667,,,-8.908,accepted=false
22325.339,boundary,quarter,48,48.260000,,,,0.25
22435.736,boundary,half,48,48.513498,,,,
22456.398,position_regression,continuous,0,48.539498,,,-8.871,accepted=false
22553.052,boundary,quarter,48,48.762663,,,,0.75
22608.160,position_regression,continuous,0,48.866662,,,-8.812,accepted=false
22663.407,callback,beat,49,48.994495,7844.000,7844.000,0.000,
22663.531,callback,grid,49,48.994495,7844.000,7844.000,0.000,
22670.343,boundary,beat,49,49.009661,,,,
22773.800,position_regression,continuous,0,49.228493,,,-7.884,accepted=false
22787.643,boundary,quarter,49,49.258826,,,,0.25
22898.037,boundary,half,49,49.514491,,,,
22925.711,position_regression,continuous,0,49.555657,,,-8.987,accepted=false
23015.355,boundary,quarter,49,49.759323,,,,0.75
23098.086,position_regression,continuous,0,49.930488,,,-7.806,accepted=false
23118.828,callback,beat,50,49.978154,8292.000,8298.000,6.000,
23118.974,callback,grid,50,49.978154,8292.000,8298.000,6.000,
23132.597,boundary,beat,50,50.010654,,,,
23242.985,position_regression,continuous,0,50.242486,,,-8.897,accepted=false
23249.944,boundary,quarter,50,50.257653,,,,0.25
23360.277,boundary,half,50,50.511151,,,,
23415.472,position_regression,continuous,0,50.619483,,,-7.916,accepted=false
23477.613,boundary,quarter,50,50.762482,,,,0.75
23567.291,position_regression,continuous,0,50.944481,,,-9.850,accepted=false
23588.070,callback,beat,51,50.992147,8761.000,8766.000,5.000,
23588.237,callback,grid,51,50.992147,8761.000,8766.000,5.000,
23594.921,boundary,beat,51,51.007314,,,,
23705.341,boundary,quarter,51,51.262979,,,,0.25
23732.910,position_regression,continuous,0,51.306312,,,-7.913,accepted=false
23822.575,boundary,half,51,51.512144,,,,
23884.672,position_regression,continuous,0,51.633476,,,-8.923,accepted=false
23939.880,boundary,quarter,51,51.759142,,,,0.75
24050.297,boundary,beat,52,52.010474,,,,
24057.170,position_regression,continuous,0,52.008307,,,-7.888,accepted=false
24057.225,callback,bar,52,52.010474,9231.000,9235.000,4.000,
24057.338,callback,beat,52,52.010474,9231.000,9235.000,4.000,
