elapsed_ms,record_type,kind,index,position_beats,callback_position_ms,sampled_position_ms,error_ms,value
6164.392,boundary,quarter,13,13.251242,,,,0.25
6276.986,boundary,half,13,13.509073,,,,
6395.704,boundary,quarter,13,13.762572,,,,0.75
6489.498,callback,beat,14,13.959737,6443.000,6443.000,0.000,
6489.673,callback,grid,14,13.959737,6443.000,6443.000,0.000,
6514.468,boundary,beat,14,14.016070,,,,
6626.965,boundary,quarter,14,14.252235,,,,0.25
6739.495,boundary,half,14,14.514400,,,,
6858.327,boundary,quarter,14,14.763565,,,,0.75
6964.538,callback,beat,15,14.986730,6912.000,6917.000,5.000,
6964.723,callback,grid,15,14.986730,6912.000,6917.000,5.000,
6977.046,boundary,beat,15,15.012730,,,,
7083.433,boundary,quarter,15,15.259728,,,,0.25
7202.288,boundary,half,15,15.513226,,,,
7321.018,boundary,quarter,15,15.764558,,,,0.75
7433.575,boundary,beat,16,16.000723,,,,
7433.633,arrangement,layer,1,16.000723,,,,true
7433.811,callback,bar,16,16.000723,7381.000,7385.000,4.000,
7433.969,callback,beat,16,16.000723,7381.000,7385.000,4.000,
7434.121,callback,grid,16,16.000723,7381.000,7385.000,4.000,
7546.065,boundary,quarter,16,16.258554,,,,0.25
7664.755,boundary,half,16,16.512053,,,,
7777.294,boundary,quarter,16,16.750384,,,,0.75
7883.608,callback,beat,17,16.977883,7829.000,7833.000,4.000,
7883.824,callback,grid,17,16.977883,7829.000,7833.000,4.000,
7902.445,boundary,beat,17,17.016882,,,,
8008.683,boundary,quarter,17,17.259547,,,,0.25
8127.402,boundary,half,17,17.508712,,,,
8246.113,boundary,quarter,17,17.762211,,,,0.75
8339.913,callback,beat,18,17.981042,8299.000,8299.000,0.000,
8340.060,callback,grid,18,17.981042,8299.000,8299.000,0.000,
8352.429,boundary,beat,18,18.009209,,,,
8471.277,boundary,quarter,18,18.260540,,,,0.25
8589.990,boundary,half,18,18.509705,,,,
8708.749,boundary,quarter,18,18.761037,,,,0.75
8815.146,boundary,beat,19,19.008035,,,,
8815.198,callback,beat,19,19.008035,8768.000,8773.000,5.000,
8815.420,callback,grid,19,19.008035,8768.000,8773.000,5.000,
8933.846,boundary,quarter,19,19.259367,,,,0.25
9052.648,boundary,half,19,19.512865,,,,
9158.861,boundary,quarter,19,19.753363,,,,0.75
9265.291,callback,bar,20,19.980862,9216.000,9222.000,6.000,
9265.502,callback,beat,20,19.980862,9216.000,9222.000,6.000,
9265.669,callback,grid,20,19.980862,9216.000,9222.000,6.000,
9277.648,boundary,beat,20,20.006862,,,,
9396.554,boundary,quarter,20,20.260360,,,,0.25
9515.292,boundary,half,20,20.511692,,,,
9621.612,boundary,quarter,20,20.758690,,,,0.75
9734.083,callback,beat,21,20.992688,9685.000,9689.000,4.000,
9734.432,callback,grid,21,20.992688,9685.000,9689.000,4.000,
9740.293,boundary,beat,21,21.007855,,,,
9859.149,boundary,quarter,21,21.257020,,,,0.25
9965.316,boundary,half,21,21.504018,,,,
